"state","date","population","unemployed_population","unemployment_rate"
"AK",1976-01-01,160709,11483,7.1
"AK",1976-02-01,160551,11426,7.1
"AK",1976-03-01,160663,11313,7
"AK",1976-04-01,161579,11286,7
"AK",1976-05-01,162885,11395,7
"AK",1976-06-01,164431,11687,7.1
"AK",1976-07-01,165869,12181,7.3
"AK",1976-08-01,166869,12792,7.7
"AK",1976-09-01,167575,13417,8
"AK",1976-10-01,168115,13999,8.3
"AK",1976-11-01,168505,14517,8.6
"AK",1976-12-01,168889,14971,8.9
"AK",1977-01-01,169388,15393,9.1
"AK",1977-02-01,170079,15792,9.3
"AK",1977-03-01,170880,16180,9.5
"AK",1977-04-01,171665,16529,9.6
"AK",1977-05-01,172360,16818,9.8
"AK",1977-06-01,172946,17050,9.9
"AK",1977-07-01,173519,17177,9.9
"AK",1977-08-01,174231,17270,9.9
"AK",1977-09-01,175142,17439,10
"AK",1977-10-01,176159,17744,10.1
"AK",1977-11-01,177199,18198,10.3
"AK",1977-12-01,178167,18744,10.5
"AK",1978-01-01,179079,19278,10.8
"AK",1978-02-01,179917,19686,10.9
"AK",1978-03-01,180605,19894,11
"AK",1978-04-01,181138,19920,11
"AK",1978-05-01,181511,19813,10.9
"AK",1978-06-01,181745,19605,10.8
"AK",1978-07-01,182014,19408,10.7
"AK",1978-08-01,182389,19249,10.6
"AK",1978-09-01,182877,19062,10.4
"AK",1978-10-01,183517,18837,10.3
"AK",1978-11-01,184249,18542,10.1
"AK",1978-12-01,184841,18191,9.8
"AK",1979-01-01,185137,17791,9.6
"AK",1979-02-01,185091,17386,9.4
"AK",1979-03-01,184785,17004,9.2
"AK",1979-04-01,184372,16670,9
"AK",1979-05-01,184038,16442,8.9
"AK",1979-06-01,183919,16373,8.9
"AK",1979-07-01,184025,16440,8.9
"AK",1979-08-01,184301,16562,9
"AK",1979-09-01,184722,16665,9
"AK",1979-10-01,185183,16624,9
"AK",1979-11-01,185692,16475,8.9
"AK",1979-12-01,186317,16366,8.8
"AK",1980-01-01,187015,16422,8.8
"AK",1980-02-01,187792,16723,8.9
"AK",1980-03-01,188651,17272,9.2
"AK",1980-04-01,189454,17960,9.5
"AK",1980-05-01,190083,18591,9.8
"AK",1980-06-01,190518,19018,10
"AK",1980-07-01,190654,19137,10
"AK",1980-08-01,190603,18987,10
"AK",1980-09-01,190545,18698,9.8
"AK",1980-10-01,190636,18406,9.7
"AK",1980-11-01,190963,18119,9.5
"AK",1980-12-01,191577,17780,9.3
"AK",1981-01-01,192494,17459,9.1
"AK",1981-02-01,193619,17215,8.9
"AK",1981-03-01,194819,17104,8.8
"AK",1981-04-01,196081,17171,8.8
"AK",1981-05-01,197415,17442,8.8
"AK",1981-06-01,198885,17870,9
"AK",1981-07-01,200536,18413,9.2
"AK",1981-08-01,202315,18975,9.4
"AK",1981-09-01,204061,19444,9.5
"AK",1981-10-01,205703,19799,9.6
"AK",1981-11-01,207070,20075,9.7
"AK",1981-12-01,208148,20315,9.8
"AK",1982-01-01,209028,20505,9.8
"AK",1982-02-01,209931,20675,9.8
"AK",1982-03-01,211084,20847,9.9
"AK",1982-04-01,212591,21016,9.9
"AK",1982-05-01,214337,21167,9.9
"AK",1982-06-01,216111,21310,9.9
"AK",1982-07-01,217843,21485,9.9
"AK",1982-08-01,219468,21759,9.9
"AK",1982-09-01,220999,22197,10
"AK",1982-10-01,222466,22764,10.2
"AK",1982-11-01,223992,23367,10.4
"AK",1982-12-01,225581,23881,10.6
"AK",1983-01-01,227208,24196,10.6
"AK",1983-02-01,228826,24227,10.6
"AK",1983-03-01,230408,24010,10.4
"AK",1983-04-01,231962,23697,10.2
"AK",1983-05-01,233572,23431,10
"AK",1983-06-01,235242,23294,9.9
"AK",1983-07-01,236860,23306,9.8
"AK",1983-08-01,238264,23455,9.8
"AK",1983-09-01,239405,23703,9.9
"AK",1983-10-01,240386,24005,10
"AK",1983-11-01,241334,24317,10.1
"AK",1983-12-01,242331,24634,10.2
"AK",1984-01-01,243458,24901,10.2
"AK",1984-02-01,244782,25064,10.2
"AK",1984-03-01,246257,25098,10.2
"AK",1984-04-01,247708,25004,10.1
"AK",1984-05-01,248996,24868,10
"AK",1984-06-01,250063,24769,9.9
"AK",1984-07-01,250963,24700,9.8
"AK",1984-08-01,251789,24639,9.8
"AK",1984-09-01,252560,24566,9.7
"AK",1984-10-01,253281,24483,9.7
"AK",1984-11-01,254014,24412,9.6
"AK",1984-12-01,254776,24357,9.6
"AK",1985-01-01,255486,24361,9.5
"AK",1985-02-01,255980,24495,9.6
"AK",1985-03-01,256173,24736,9.7
"AK",1985-04-01,256239,25010,9.8
"AK",1985-05-01,256362,25232,9.8
"AK",1985-06-01,256640,25354,9.9
"AK",1985-07-01,257075,25413,9.9
"AK",1985-08-01,257694,25411,9.9
"AK",1985-09-01,258506,25391,9.8
"AK",1985-10-01,259405,25453,9.8
"AK",1985-11-01,260321,25706,9.9
"AK",1985-12-01,261310,26217,10
"AK",1986-01-01,262334,26966,10.3
"AK",1986-02-01,263341,27842,10.6
"AK",1986-03-01,264271,28706,10.9
"AK",1986-04-01,264976,29428,11.1
"AK",1986-05-01,265283,29898,11.3
"AK",1986-06-01,265184,30070,11.3
"AK",1986-07-01,264821,29978,11.3
"AK",1986-08-01,264318,29742,11.3
"AK",1986-09-01,263787,29469,11.2
"AK",1986-10-01,263300,29206,11.1
"AK",1986-11-01,262789,28958,11
"AK",1986-12-01,262194,28696,10.9
"AK",1987-01-01,261630,28429,10.9
"AK",1987-02-01,261104,28116,10.8
"AK",1987-03-01,260547,27735,10.6
"AK",1987-04-01,259923,27294,10.5
"AK",1987-05-01,259406,26831,10.3
"AK",1987-06-01,259150,26421,10.2
"AK",1987-07-01,259113,26091,10.1
"AK",1987-08-01,259238,25805,10
"AK",1987-09-01,259515,25515,9.8
"AK",1987-10-01,259941,25207,9.7
"AK",1987-11-01,260426,24858,9.5
"AK",1987-12-01,260811,24514,9.4
"AK",1988-01-01,260943,24189,9.3
"AK",1988-02-01,260924,23896,9.2
"AK",1988-03-01,260928,23681,9.1
"AK",1988-04-01,261013,23545,9
"AK",1988-05-01,261195,23424,9
"AK",1988-06-01,261493,23281,8.9
"AK",1988-07-01,262022,23125,8.8
"AK",1988-08-01,262769,22970,8.7
"AK",1988-09-01,263579,22787,8.6
"AK",1988-10-01,264235,22479,8.5
"AK",1988-11-01,264703,22000,8.3
"AK",1988-12-01,265043,21334,8
"AK",1989-01-01,265366,20527,7.7
"AK",1989-02-01,265773,19748,7.4
"AK",1989-03-01,266396,19096,7.2
"AK",1989-04-01,267371,18662,7
"AK",1989-05-01,268538,18510,6.9
"AK",1989-06-01,269705,18583,6.9
"AK",1989-07-01,270644,18766,6.9
"AK",1989-08-01,271228,18995,7
"AK",1989-09-01,271514,19230,7.1
"AK",1989-10-01,271687,19423,7.1
"AK",1989-11-01,271873,19555,7.2
"AK",1989-12-01,272106,19656,7.2
"AK",1990-01-01,272368,19729,7.2
"AK",1990-02-01,272594,19714,7.2
"AK",1990-03-01,272755,19637,7.2
"AK",1990-04-01,272788,19558,7.2
"AK",1990-05-01,272780,19510,7.2
"AK",1990-06-01,272783,19519,7.2
"AK",1990-07-01,272885,19596,7.2
"AK",1990-08-01,273140,19695,7.2
"AK",1990-09-01,273437,19784,7.2
"AK",1990-10-01,273647,19930,7.3
"AK",1990-11-01,273825,20156,7.4
"AK",1990-12-01,274120,20423,7.5
"AK",1991-01-01,274542,20767,7.6
"AK",1991-02-01,275057,21220,7.7
"AK",1991-03-01,275600,21707,7.9
"AK",1991-04-01,276178,22152,8
"AK",1991-05-01,276788,22541,8.1
"AK",1991-06-01,277338,22882,8.3
"AK",1991-07-01,277785,23191,8.3
"AK",1991-08-01,278232,23535,8.5
"AK",1991-09-01,278867,23976,8.6
"AK",1991-10-01,279758,24491,8.8
"AK",1991-11-01,280808,25019,8.9
"AK",1991-12-01,281878,25478,9
"AK",1992-01-01,282993,25815,9.1
"AK",1992-02-01,284143,26013,9.2
"AK",1992-03-01,285223,26091,9.1
"AK",1992-04-01,286235,26089,9.1
"AK",1992-05-01,287115,26014,9.1
"AK",1992-06-01,287807,25892,9
"AK",1992-07-01,288392,25758,8.9
"AK",1992-08-01,288860,25558,8.8
"AK",1992-09-01,289165,25239,8.7
"AK",1992-10-01,289444,24820,8.6
"AK",1992-11-01,289776,24351,8.4
"AK",1992-12-01,290171,23907,8.2
"AK",1993-01-01,290687,23538,8.1
"AK",1993-02-01,291366,23270,8
"AK",1993-03-01,292176,23123,7.9
"AK",1993-04-01,292968,23054,7.9
"AK",1993-05-01,293669,23035,7.8
"AK",1993-06-01,294418,23034,7.8
"AK",1993-07-01,295140,22974,7.8
"AK",1993-08-01,295791,22871,7.7
"AK",1993-09-01,296513,22793,7.7
"AK",1993-10-01,297340,22777,7.7
"AK",1993-11-01,298231,22871,7.7
"AK",1993-12-01,299129,23066,7.7
"AK",1994-01-01,299837,23261,7.8
"AK",1994-02-01,300226,23375,7.8
"AK",1994-03-01,300368,23406,7.8
"AK",1994-04-01,300450,23347,7.8
"AK",1994-05-01,300618,23199,7.7
"AK",1994-06-01,300847,22986,7.6
"AK",1994-07-01,301138,22772,7.6
"AK",1994-08-01,301566,22579,7.5
"AK",1994-09-01,301963,22380,7.4
"AK",1994-10-01,302113,22139,7.3
"AK",1994-11-01,302046,21851,7.2
"AK",1994-12-01,301858,21558,7.1
"AK",1995-01-01,301623,21347,7.1
"AK",1995-02-01,301435,21278,7.1
"AK",1995-03-01,301353,21319,7.1
"AK",1995-04-01,301380,21463,7.1
"AK",1995-05-01,301532,21685,7.2
"AK",1995-06-01,301882,21935,7.3
"AK",1995-07-01,302414,22173,7.3
"AK",1995-08-01,302956,22399,7.4
"AK",1995-09-01,303434,22625,7.5
"AK",1995-10-01,303893,22860,7.5
"AK",1995-11-01,304314,23084,7.6
"AK",1995-12-01,304664,23273,7.6
"AK",1996-01-01,305014,23391,7.7
"AK",1996-02-01,305431,23414,7.7
"AK",1996-03-01,305954,23346,7.6
"AK",1996-04-01,306510,23188,7.6
"AK",1996-05-01,307061,22945,7.5
"AK",1996-06-01,307558,22688,7.4
"AK",1996-07-01,307992,22495,7.3
"AK",1996-08-01,308385,22414,7.3
"AK",1996-09-01,308723,22448,7.3
"AK",1996-10-01,308990,22589,7.3
"AK",1996-11-01,309185,22799,7.4
"AK",1996-12-01,309420,23001,7.4
"AK",1997-01-01,309714,23103,7.5
"AK",1997-02-01,310043,23038,7.4
"AK",1997-03-01,310407,22804,7.3
"AK",1997-04-01,310858,22500,7.2
"AK",1997-05-01,311326,22214,7.1
"AK",1997-06-01,311676,21956,7
"AK",1997-07-01,311896,21705,7
"AK",1997-08-01,312063,21454,6.9
"AK",1997-09-01,312237,21169,6.8
"AK",1997-10-01,312445,20847,6.7
"AK",1997-11-01,312675,20468,6.5
"AK",1997-12-01,312865,20037,6.4
"AK",1998-01-01,313091,19660,6.3
"AK",1998-02-01,313352,19423,6.2
"AK",1998-03-01,313515,19339,6.2
"AK",1998-04-01,313576,19372,6.2
"AK",1998-05-01,313618,19508,6.2
"AK",1998-06-01,313784,19727,6.3
"AK",1998-07-01,314060,19964,6.4
"AK",1998-08-01,314380,20118,6.4
"AK",1998-09-01,314763,20196,6.4
"AK",1998-10-01,315212,20217,6.4
"AK",1998-11-01,315646,20209,6.4
"AK",1998-12-01,316009,20249,6.4
"AK",1999-01-01,316185,20306,6.4
"AK",1999-02-01,316212,20359,6.4
"AK",1999-03-01,316217,20426,6.5
"AK",1999-04-01,316263,20465,6.5
"AK",1999-05-01,316359,20426,6.5
"AK",1999-06-01,316502,20321,6.4
"AK",1999-07-01,316751,20193,6.4
"AK",1999-08-01,317097,20060,6.3
"AK",1999-09-01,317443,19911,6.3
"AK",1999-10-01,317755,19751,6.2
"AK",1999-11-01,318066,19630,6.2
"AK",1999-12-01,318373,19575,6.1
"AK",2000-01-01,318726,19623,6.2
"AK",2000-02-01,319118,19758,6.2
"AK",2000-03-01,319507,19923,6.2
"AK",2000-04-01,319813,20106,6.3
"AK",2000-05-01,319969,20266,6.3
"AK",2000-06-01,319938,20354,6.4
"AK",2000-07-01,319728,20354,6.4
"AK",2000-08-01,319501,20305,6.4
"AK",2000-09-01,319379,20234,6.3
"AK",2000-10-01,319390,20148,6.3
"AK",2000-11-01,319572,20055,6.3
"AK",2000-12-01,319900,19950,6.2
"AK",2001-01-01,320225,19820,6.2
"AK",2001-02-01,320477,19688,6.1
"AK",2001-03-01,320702,19588,6.1
"AK",2001-04-01,320913,19528,6.1
"AK",2001-05-01,321179,19536,6.1
"AK",2001-06-01,321557,19645,6.1
"AK",2001-07-01,322047,19855,6.2
"AK",2001-08-01,322503,20161,6.3
"AK",2001-09-01,322869,20514,6.4
"AK",2001-10-01,323192,20878,6.5
"AK",2001-11-01,323487,21243,6.6
"AK",2001-12-01,323805,21598,6.7
"AK",2002-01-01,324218,21935,6.8
"AK",2002-02-01,324700,22251,6.9
"AK",2002-03-01,325182,22549,6.9
"AK",2002-04-01,325729,22848,7
"AK",2002-05-01,326379,23154,7.1
"AK",2002-06-01,327071,23423,7.2
"AK",2002-07-01,327714,23654,7.2
"AK",2002-08-01,328316,23856,7.3
"AK",2002-09-01,328970,24079,7.3
"AK",2002-10-01,329615,24331,7.4
"AK",2002-11-01,330190,24561,7.4
"AK",2002-12-01,330702,24757,7.5
"AK",2003-01-01,331211,24961,7.5
"AK",2003-02-01,331731,25181,7.6
"AK",2003-03-01,332169,25401,7.6
"AK",2003-04-01,332405,25592,7.7
"AK",2003-05-01,332423,25734,7.7
"AK",2003-06-01,332362,25831,7.8
"AK",2003-07-01,332379,25853,7.8
"AK",2003-08-01,332573,25789,7.8
"AK",2003-09-01,332879,25656,7.7
"AK",2003-10-01,333302,25525,7.7
"AK",2003-11-01,333855,25469,7.6
"AK",2003-12-01,334412,25482,7.6
"AK",2004-01-01,334833,25535,7.6
"AK",2004-02-01,335138,25577,7.6
"AK",2004-03-01,335454,25578,7.6
"AK",2004-04-01,335819,25500,7.6
"AK",2004-05-01,336258,25348,7.5
"AK",2004-06-01,336816,25147,7.5
"AK",2004-07-01,337494,24943,7.4
"AK",2004-08-01,338209,24761,7.3
"AK",2004-09-01,338932,24626,7.3
"AK",2004-10-01,339633,24542,7.2
"AK",2004-11-01,340264,24465,7.2
"AK",2004-12-01,340864,24379,7.2
"AK",2005-01-01,341451,24231,7.1
"AK",2005-02-01,342001,24016,7
"AK",2005-03-01,342500,23759,6.9
"AK",2005-04-01,343010,23505,6.9
"AK",2005-05-01,343566,23315,6.8
"AK",2005-06-01,344139,23268,6.8
"AK",2005-07-01,344703,23414,6.8
"AK",2005-08-01,345176,23689,6.9
"AK",2005-09-01,345530,23982,6.9
"AK",2005-10-01,345788,24179,7
"AK",2005-11-01,345960,24238,7
"AK",2005-12-01,346094,24169,7
"AK",2006-01-01,346336,23995,6.9
"AK",2006-02-01,346738,23774,6.9
"AK",2006-03-01,347318,23584,6.8
"AK",2006-04-01,347982,23464,6.7
"AK",2006-05-01,348549,23368,6.7
"AK",2006-06-01,348918,23229,6.7
"AK",2006-07-01,349108,23030,6.6
"AK",2006-08-01,349260,22837,6.5
"AK",2006-09-01,349404,22672,6.5
"AK",2006-10-01,349531,22496,6.4
"AK",2006-11-01,349687,22308,6.4
"AK",2006-12-01,349781,22098,6.3
"AK",2007-01-01,349687,21895,6.3
"AK",2007-02-01,349485,21730,6.2
"AK",2007-03-01,349224,21605,6.2
"AK",2007-04-01,349008,21572,6.2
"AK",2007-05-01,348990,21646,6.2
"AK",2007-06-01,349212,21784,6.2
"AK",2007-07-01,349651,21931,6.3
"AK",2007-08-01,350244,22055,6.3
"AK",2007-09-01,350864,22120,6.3
"AK",2007-10-01,351424,22127,6.3
"AK",2007-11-01,351858,22062,6.3
"AK",2007-12-01,352272,21962,6.2
"AK",2008-01-01,352768,21918,6.2
"AK",2008-02-01,353319,21971,6.2
"AK",2008-03-01,353989,22157,6.3
"AK",2008-04-01,354792,22452,6.3
"AK",2008-05-01,355583,22812,6.4
"AK",2008-06-01,356215,23175,6.5
"AK",2008-07-01,356584,23420,6.6
"AK",2008-08-01,356720,23516,6.6
"AK",2008-09-01,356787,23582,6.6
"AK",2008-10-01,356874,23769,6.7
"AK",2008-11-01,357020,24168,6.8
"AK",2008-12-01,357257,24785,6.9
"AK",2009-01-01,357600,25567,7.1
"AK",2009-02-01,358053,26429,7.4
"AK",2009-03-01,358556,27212,7.6
"AK",2009-04-01,359034,27794,7.7
"AK",2009-05-01,359455,28190,7.8
"AK",2009-06-01,359790,28474,7.9
"AK",2009-07-01,359916,28698,8
"AK",2009-08-01,359773,28860,8
"AK",2009-09-01,359492,28966,8.1
"AK",2009-10-01,359222,29082,8.1
"AK",2009-11-01,359213,29274,8.1
"AK",2009-12-01,359520,29534,8.2
"AK",2010-01-01,359979,29746,8.3
"AK",2010-02-01,360396,29800,8.3
"AK",2010-03-01,360638,29672,8.2
"AK",2010-04-01,360646,29381,8.1
"AK",2010-05-01,360482,28939,8
"AK",2010-06-01,360257,28465,7.9
"AK",2010-07-01,360163,28165,7.8
"AK",2010-08-01,360338,28132,7.8
"AK",2010-09-01,360737,28301,7.8
"AK",2010-10-01,361312,28510,7.9
"AK",2010-11-01,361851,28624,7.9
"AK",2010-12-01,362227,28587,7.9
"AK",2011-01-01,362508,28428,7.8
"AK",2011-02-01,362647,28200,7.8
"AK",2011-03-01,362621,27946,7.7
"AK",2011-04-01,362568,27734,7.6
"AK",2011-05-01,362615,27620,7.6
"AK",2011-06-01,362865,27583,7.6
"AK",2011-07-01,363386,27588,7.6
"AK",2011-08-01,364041,27602,7.6
"AK",2011-09-01,364577,27567,7.6
"AK",2011-10-01,364850,27449,7.5
"AK",2011-11-01,364852,27239,7.5
"AK",2011-12-01,364615,26953,7.4
"AK",2012-01-01,364235,26645,7.3
"AK",2012-02-01,363891,26390,7.3
"AK",2012-03-01,363661,26250,7.2
"AK",2012-04-01,363464,26207,7.2
"AK",2012-05-01,363327,26190,7.2
"AK",2012-06-01,363233,26102,7.2
"AK",2012-07-01,363145,25879,7.1
"AK",2012-08-01,363137,25605,7.1
"AK",2012-09-01,363317,25418,7
"AK",2012-10-01,363547,25325,7
"AK",2012-11-01,363657,25289,7
"AK",2012-12-01,363571,25272,7
"AK",2013-01-01,363316,25259,7
"AK",2013-02-01,362989,25231,7
"AK",2013-03-01,362736,25167,6.9
"AK",2013-04-01,362699,25081,6.9
"AK",2013-05-01,362831,25042,6.9
"AK",2013-06-01,363045,25111,6.9
"AK",2013-07-01,363255,25232,6.9
"AK",2013-08-01,363313,25265,7
"AK",2013-09-01,363193,25180,6.9
"AK",2013-10-01,363045,25098,6.9
"AK",2013-11-01,363018,25081,6.9
"AK",2013-12-01,363130,25094,6.9
"AK",2014-01-01,363357,25079,6.9
"AK",2014-02-01,363674,25013,6.9
"AK",2014-03-01,364029,24962,6.9
"AK",2014-04-01,364275,24967,6.9
"AK",2014-05-01,364362,24975,6.9
"AK",2014-06-01,364347,24932,6.8
"AK",2014-07-01,364188,24821,6.8
"AK",2014-08-01,363967,24624,6.8
"AK",2014-09-01,363720,24304,6.7
"AK",2014-10-01,363444,23851,6.6
"AK",2014-11-01,363132,23344,6.4
"AK",2014-12-01,362893,22941,6.3
"AK",2015-01-01,362704,22735,6.3
"AK",2015-02-01,362522,22722,6.3
"AK",2015-03-01,362346,22785,6.3
"AK",2015-04-01,362180,22797,6.3
"AK",2015-05-01,361928,22721,6.3
"AK",2015-06-01,361540,22590,6.2
"AK",2015-07-01,361138,22494,6.2
"AK",2015-08-01,360803,22492,6.2
"AK",2015-09-01,360526,22562,6.3
"AK",2015-10-01,360364,22691,6.3
"AK",2015-11-01,360361,22878,6.3
"AK",2015-12-01,360496,23084,6.4
"AK",2016-01-01,360705,23265,6.4
"AK",2016-02-01,360932,23427,6.5
"AK",2016-03-01,361055,23565,6.5
"AK",2016-04-01,361098,23708,6.6
"AK",2016-05-01,361131,23874,6.6
"AK",2016-06-01,361123,24025,6.7
"AK",2016-07-01,361046,24125,6.7
"AK",2016-08-01,360925,24185,6.7
"AK",2016-09-01,360893,24256,6.7
"AK",2016-10-01,360955,24301,6.7
"AK",2016-11-01,361063,24271,6.7
"AK",2016-12-01,361165,24167,6.7
"AK",2017-01-01,361276,24030,6.7
"AK",2017-02-01,361365,23890,6.6
"AK",2017-03-01,361397,23804,6.6
"AK",2017-04-01,361331,23797,6.6
"AK",2017-05-01,361147,23824,6.6
"AK",2017-06-01,360869,23861,6.6
"AK",2017-07-01,360488,23897,6.6
"AK",2017-08-01,359970,23898,6.6
"AK",2017-09-01,359319,23859,6.6
"AK",2017-10-01,358592,23768,6.6
"AK",2017-11-01,357832,23629,6.6
"AK",2017-12-01,357103,23406,6.6
"AK",2018-01-01,356498,23099,6.5
"AK",2018-02-01,356060,22719,6.4
"AK",2018-03-01,355769,22287,6.3
"AK",2018-04-01,355468,21834,6.1
"AK",2018-05-01,355095,21444,6
"AK",2018-06-01,354670,21161,6
"AK",2018-07-01,354202,20969,5.9
"AK",2018-08-01,353725,20902,5.9
"AK",2018-09-01,353257,20974,5.9
"AK",2018-10-01,352881,21147,6
"AK",2018-11-01,352588,21312,6
"AK",2018-12-01,352265,21332,6.1
"AK",2019-01-01,351831,21146,6
"AK",2019-02-01,351405,20763,5.9
"AK",2019-03-01,351131,20323,5.8
"AK",2019-04-01,351157,19963,5.7
"AK",2019-05-01,351420,19753,5.6
"AK",2019-06-01,351737,19686,5.6
"AK",2019-07-01,351966,19690,5.6
"AK",2019-08-01,352010,19633,5.6
"AK",2019-09-01,351834,19336,5.5
"AK",2019-10-01,351487,18905,5.4
"AK",2019-11-01,351197,18548,5.3
"AK",2019-12-01,351034,18427,5.2
"AK",2020-01-01,350862,18562,5.3
"AK",2020-02-01,350477,18829,5.4
"AK",2020-03-01,349856,18967,5.4
"AK",2020-04-01,335456,38897,11.6
"AK",2020-05-01,343670,40321,11.7
"AK",2020-06-01,345102,38637,11.2
"AK",2020-07-01,348894,38770,11.1
"AK",2020-08-01,342738,29335,8.6
"AK",2020-09-01,343274,26713,7.8
"AK",2020-10-01,343583,24703,7.2
"AK",2020-11-01,344857,24258,7
"AK",2020-12-01,346296,24543,7.1
"AK",2021-01-01,346833,24224,7
"AK",2021-02-01,347691,24321,7
"AK",2021-03-01,348693,24550,7
"AK",2021-04-01,349574,24658,7.1
"AK",2021-05-01,349677,23955,6.9
"AK",2021-06-01,350441,23798,6.8
"AK",2021-07-01,350290,22534,6.4
"AK",2021-08-01,350801,21677,6.2
"AK",2021-09-01,351219,20547,5.9
"AK",2021-10-01,352366,19950,5.7
"AK",2021-11-01,353266,19233,5.4
"AK",2021-12-01,354344,18962,5.4
"AK",2022-01-01,354926,18448,5.2
"AK",2022-02-01,354602,17294,4.9
"AK",2022-03-01,354128,16244,4.6
"AK",2022-04-01,353807,15546,4.4
"AK",2022-05-01,353409,14960,4.2
"AK",2022-06-01,352928,14473,4.1
"AK",2022-07-01,352167,13914,4
"AK",2022-08-01,351291,13303,3.8
"AK",2022-09-01,351514,13668,3.9
"AK",2022-10-01,351871,13911,4
"AK",2022-11-01,352454,14050,4
"AK",2022-12-01,353181,14097,4
"AK",2023-01-01,353919,14113,4
"AK",2023-02-01,354678,14123,4
"AK",2023-03-01,355411,14150,4
"AK",2023-04-01,356100,14257,4
"AK",2023-05-01,356734,14505,4.1
"AK",2023-06-01,357310,14853,4.2
"AK",2023-07-01,357823,15246,4.3
"AK",2023-08-01,358148,15610,4.4
"AK",2023-09-01,358171,15871,4.4
"AK",2023-10-01,357932,16007,4.5
"AK",2023-11-01,357609,16041,4.5
"AK",2023-12-01,357371,15985,4.5
"AK",2024-01-01,357278,15872,4.4
"AK",2024-02-01,357396,15802,4.4
"AK",2024-03-01,357751,15866,4.4
"AK",2024-04-01,358302,16052,4.5
"AK",2024-05-01,358949,16313,4.5
"AK",2024-06-01,359565,16614,4.6
"AK",2024-07-01,360036,16894,4.7
"AK",2024-08-01,360361,17075,4.7
"AK",2024-09-01,360558,17127,4.8
"AK",2024-10-01,360611,17091,4.7
"AK",2024-11-01,360532,17029,4.7
"AK",2024-12-01,360488,17003,4.7
"AK",2025-01-01,361435,17055,4.7
"AK",2025-02-01,362283,17019,4.7
"AK",2025-03-01,363252,16950,4.7
"AK",2025-04-01,364486,17040,4.7
"AK",2025-05-01,364621,17039,4.7
"AK",2025-06-01,364846,17226,4.7
"AK",2025-07-01,364991,17379,4.8
"AK",2025-08-01,365217,17276,4.7
"AK",2025-09-01,365829,17359,4.7
"AK",2025-11-01,367905,17423,4.7
"AK",2025-12-01,369297,17656,4.8
"AL",1976-01-01,1486509,98903,6.7
"AL",1976-02-01,1485944,98677,6.6
"AL",1976-03-01,1486172,97869,6.6
"AL",1976-04-01,1488773,96761,6.5
"AL",1976-05-01,1492486,96242,6.4
"AL",1976-06-01,1496780,96744,6.5
"AL",1976-07-01,1501147,98225,6.5
"AL",1976-08-01,1505489,100273,6.7
"AL",1976-09-01,1510086,102302,6.8
"AL",1976-10-01,1514825,104185,6.9
"AL",1976-11-01,1519978,106088,7
"AL",1976-12-01,1525730,108115,7.1
"AL",1977-01-01,1532201,110356,7.2
"AL",1977-02-01,1539135,112603,7.3
"AL",1977-03-01,1546016,114526,7.4
"AL",1977-04-01,1552703,115851,7.5
"AL",1977-05-01,1558812,116240,7.5
"AL",1977-06-01,1563985,115620,7.4
"AL",1977-07-01,1568208,114052,7.3
"AL",1977-08-01,1571877,111877,7.1
"AL",1977-09-01,1575906,109478,6.9
"AL",1977-10-01,1580735,107185,6.8
"AL",1977-11-01,1586077,105285,6.6
"AL",1977-12-01,1591413,103915,6.5
"AL",1978-01-01,1596485,102886,6.4
"AL",1978-02-01,1601088,102025,6.4
"AL",1978-03-01,1605024,101247,6.3
"AL",1978-04-01,1608483,100732,6.3
"AL",1978-05-01,1611991,100710,6.2
"AL",1978-06-01,1616037,101226,6.3
"AL",1978-07-01,1620850,102567,6.3
"AL",1978-08-01,1625966,104605,6.4
"AL",1978-09-01,1630633,106822,6.6
"AL",1978-10-01,1634708,108873,6.7
"AL",1978-11-01,1638396,110572,6.7
"AL",1978-12-01,1641554,111930,6.8
"AL",1979-01-01,1643983,113143,6.9
"AL",1979-02-01,1645938,114197,6.9
"AL",1979-03-01,1648079,115222,7
"AL",1979-04-01,1650608,116400,7.1
"AL",1979-05-01,1653751,117846,7.1
"AL",1979-06-01,1657258,119554,7.2
"AL",1979-07-01,1660593,121077,7.3
"AL",1979-08-01,1663797,122374,7.4
"AL",1979-09-01,1666849,123576,7.4
"AL",1979-10-01,1669295,124442,7.5
"AL",1979-11-01,1670817,125026,7.5
"AL",1979-12-01,1671696,125847,7.5
"AL",1980-01-01,1672263,127426,7.6
"AL",1980-02-01,1672484,130085,7.8
"AL",1980-03-01,1672440,133850,8
"AL",1980-04-01,1672375,138102,8.3
"AL",1980-05-01,1672452,142278,8.5
"AL",1980-06-01,1673026,146006,8.7
"AL",1980-07-01,1674127,149029,8.9
"AL",1980-08-01,1675268,151306,9
"AL",1980-09-01,1676255,153285,9.1
"AL",1980-10-01,1677166,155546,9.3
"AL",1980-11-01,1678394,158092,9.4
"AL",1980-12-01,1680482,160730,9.6
"AL",1981-01-01,1683459,163438,9.7
"AL",1981-02-01,1686930,166197,9.9
"AL",1981-03-01,1690031,168691,10
"AL",1981-04-01,1691543,170880,10.1
"AL",1981-05-01,1690744,173038,10.2
"AL",1981-06-01,1687922,175589,10.4
"AL",1981-07-01,1684183,179183,10.6
"AL",1981-08-01,1680930,183971,10.9
"AL",1981-09-01,1679326,189617,11.3
